id,info_metric,info_get_better,info_technique,info_was_taught,strata,treatment
684,Sidda Tightness,2,,0.0,22.0,1.0
684,Inputs,2,,0.0,22.0,1.0
684,Loom Tightness,1,,0.0,22.0,1.0
684,Design Accuracy,1,,0.0,22.0,1.0
684,Sidda Packedness,2,,0.0,22.0,1.0
684,Design Ability,1,,0.0,22.0,1.0
684,Overall,1,,0.0,22.0,1.0
677,Packedness,1,,0.0,21.0,0.0
677,Corners,1,,0.0,21.0,0.0
677,Waviness,1,,0.0,21.0,0.0
677,Weight,1,,0.0,21.0,0.0
677,Touch,1,,0.0,21.0,0.0
677,Loom,1,,0.0,21.0,0.0
677,Sidda Tightness,1,,0.0,21.0,0.0
677,Inputs,1,,0.0,21.0,0.0
677,Loom Tightness,1,,0.0,21.0,0.0
677,Design Accuracy,1,,0.0,21.0,0.0
677,Sidda Packedness,1,,0.0,21.0,0.0
677,Design Ability,1,,0.0,21.0,0.0
677,Overall,1,,0.0,21.0,0.0
686,Packedness,2,,0.0,24.0,0.0
686,Corners,2,,0.0,24.0,0.0
686,Waviness,2,,0.0,24.0,0.0
